hosp,type,province
75,confirmed,Hormozgan
74,confirmed,Hormozgan
75,confirmed,Hormozgan
73,confirmed,Hormozgan
75,confirmed,Hormozgan
69,confirmed,Hormozgan
70,confirmed,Hormozgan
68,confirmed,Hormozgan
68,confirmed,Hormozgan
68,confirmed,Hormozgan
70,confirmed,Hormozgan
67,confirmed,Hormozgan
71,confirmed,Hormozgan
72,confirmed,Hormozgan
71,confirmed,Hormozgan
72,confirmed,Hormozgan
72,confirmed,Hormozgan
72,confirmed,Hormozgan
73,confirmed,Hormozgan
74,confirmed,Hormozgan
72,confirmed,Hormozgan
74,confirmed,Hormozgan
72,confirmed,Hormozgan
75,confirmed,Hormozgan
76,confirmed,Hormozgan
77,confirmed,Hormozgan
80,confirmed,Hormozgan
84,confirmed,Hormozgan
87,confirmed,Hormozgan
91,confirmed,Hormozgan
91,confirmed,Hormozgan
92,confirmed,Hormozgan
94,confirmed,Hormozgan
92,confirmed,Hormozgan
95,confirmed,Hormozgan
99,confirmed,Hormozgan
101,confirmed,Hormozgan
103,confirmed,Hormozgan
99,confirmed,Hormozgan
101,confirmed,Hormozgan
102,confirmed,Hormozgan
101,confirmed,Hormozgan
97,confirmed,Hormozgan
95,confirmed,Hormozgan
95,confirmed,Hormozgan
103,confirmed,Hormozgan
107,confirmed,Hormozgan
112,confirmed,Hormozgan
114,confirmed,Hormozgan
122,confirmed,Hormozgan
123,confirmed,Hormozgan
125,confirmed,Hormozgan
122,confirmed,Hormozgan
121,confirmed,Hormozgan
118,confirmed,Hormozgan
118,confirmed,Hormozgan
116,confirmed,Hormozgan
117,confirmed,Hormozgan
118,confirmed,Hormozgan
121,confirmed,Hormozgan
120,confirmed,Hormozgan
121,confirmed,Hormozgan
120,confirmed,Hormozgan
119,confirmed,Hormozgan
118,confirmed,Hormozgan
123,confirmed,Hormozgan
122,confirmed,Hormozgan
124,confirmed,Hormozgan
123,confirmed,Hormozgan
124,confirmed,Hormozgan
128,confirmed,Hormozgan
129,confirmed,Hormozgan
133,confirmed,Hormozgan
136,confirmed,Hormozgan
138,confirmed,Hormozgan
144,confirmed,Hormozgan
150,confirmed,Hormozgan
151,confirmed,Hormozgan
155,confirmed,Hormozgan
149,confirmed,Hormozgan
157,confirmed,Hormozgan
162,confirmed,Hormozgan
163,confirmed,Hormozgan
163,confirmed,Hormozgan
165,confirmed,Hormozgan
171,confirmed,Hormozgan
175,confirmed,Hormozgan
178,confirmed,Hormozgan
187,confirmed,Hormozgan
194,confirmed,Hormozgan
200,confirmed,Hormozgan
199,confirmed,Hormozgan
203,confirmed,Hormozgan
213,confirmed,Hormozgan
214,confirmed,Hormozgan
214,confirmed,Hormozgan
218,confirmed,Hormozgan
223,confirmed,Hormozgan
226,confirmed,Hormozgan
227,confirmed,Hormozgan
223,confirmed,Hormozgan
223,confirmed,Hormozgan
222,confirmed,Hormozgan
219,confirmed,Hormozgan
213,confirmed,Hormozgan
215,confirmed,Hormozgan
214,confirmed,Hormozgan
215,confirmed,Hormozgan
216,confirmed,Hormozgan
209,confirmed,Hormozgan
212,confirmed,Hormozgan
211,confirmed,Hormozgan
207,confirmed,Hormozgan
201,confirmed,Hormozgan
195,confirmed,Hormozgan
189,confirmed,Hormozgan
185,confirmed,Hormozgan
168,confirmed,Hormozgan
160,confirmed,Hormozgan
150,confirmed,Hormozgan
143,confirmed,Hormozgan
136,confirmed,Hormozgan
126,confirmed,Hormozgan
119,confirmed,Hormozgan
117,confirmed,Hormozgan
117,confirmed,Hormozgan
118,confirmed,Hormozgan
115,confirmed,Hormozgan
110,confirmed,Hormozgan
111,confirmed,Hormozgan
107,confirmed,Hormozgan
103,confirmed,Hormozgan
6,suspected,Hormozgan
12,suspected,Hormozgan
16,suspected,Hormozgan
23,suspected,Hormozgan
27,suspected,Hormozgan
31,suspected,Hormozgan
35,suspected,Hormozgan
37,suspected,Hormozgan
36,suspected,Hormozgan
37,suspected,Hormozgan
32,suspected,Hormozgan
32,suspected,Hormozgan
31,suspected,Hormozgan
32,suspected,Hormozgan
30,suspected,Hormozgan
29,suspected,Hormozgan
28,suspected,Hormozgan
30,suspected,Hormozgan
31,suspected,Hormozgan
30,suspected,Hormozgan
27,suspected,Hormozgan
29,suspected,Hormozgan
28,suspected,Hormozgan
27,suspected,Hormozgan
26,suspected,Hormozgan
22,suspected,Hormozgan
23,suspected,Hormozgan
23,suspected,Hormozgan
21,suspected,Hormozgan
19,suspected,Hormozgan
23,suspected,Hormozgan
22,suspected,Hormozgan
25,suspected,Hormozgan
28,suspected,Hormozgan
28,suspected,Hormozgan
28,suspected,Hormozgan
30,suspected,Hormozgan
29,suspected,Hormozgan
31,suspected,Hormozgan
34,suspected,Hormozgan
31,suspected,Hormozgan
37,suspected,Hormozgan
41,suspected,Hormozgan
43,suspected,Hormozgan
42,suspected,Hormozgan
39,suspected,Hormozgan
37,suspected,Hormozgan
36,suspected,Hormozgan
31,suspected,Hormozgan
29,suspected,Hormozgan
27,suspected,Hormozgan
25,suspected,Hormozgan
26,suspected,Hormozgan
25,suspected,Hormozgan
23,suspected,Hormozgan
22,suspected,Hormozgan
19,suspected,Hormozgan
21,suspected,Hormozgan
19,suspected,Hormozgan
19,suspected,Hormozgan
19,suspected,Hormozgan
20,suspected,Hormozgan
21,suspected,Hormozgan
22,suspected,Hormozgan
22,suspected,Hormozgan
25,suspected,Hormozgan
26,suspected,Hormozgan
27,suspected,Hormozgan
27,suspected,Hormozgan
26,suspected,Hormozgan
27,suspected,Hormozgan
26,suspected,Hormozgan
25,suspected,Hormozgan
25,suspected,Hormozgan
24,suspected,Hormozgan
24,suspected,Hormozgan
25,suspected,Hormozgan
24,suspected,Hormozgan
24,suspected,Hormozgan
24,suspected,Hormozgan
26,suspected,Hormozgan
28,suspected,Hormozgan
28,suspected,Hormozgan
30,suspected,Hormozgan
31,suspected,Hormozgan
32,suspected,Hormozgan
32,suspected,Hormozgan
30,suspected,Hormozgan
30,suspected,Hormozgan
30,suspected,Hormozgan
29,suspected,Hormozgan
29,suspected,Hormozgan
29,suspected,Hormozgan
29,suspected,Hormozgan
32,suspected,Hormozgan
35,suspected,Hormozgan
39,suspected,Hormozgan
44,suspected,Hormozgan
48,suspected,Hormozgan
51,suspected,Hormozgan
56,suspected,Hormozgan
57,suspected,Hormozgan
55,suspected,Hormozgan
55,suspected,Hormozgan
54,suspected,Hormozgan
53,suspected,Hormozgan
56,suspected,Hormozgan
57,suspected,Hormozgan
57,suspected,Hormozgan
62,suspected,Hormozgan
63,suspected,Hormozgan
65,suspected,Hormozgan
70,suspected,Hormozgan
76,suspected,Hormozgan
76,suspected,Hormozgan
79,suspected,Hormozgan
78,suspected,Hormozgan
82,suspected,Hormozgan
82,suspected,Hormozgan
81,suspected,Hormozgan
76,suspected,Hormozgan
75,suspected,Hormozgan
76,suspected,Hormozgan
77,suspected,Hormozgan
73,suspected,Hormozgan
76,suspected,Hormozgan
75,suspected,Hormozgan
74,suspected,Hormozgan
76,suspected,Hormozgan
77,suspected,Hormozgan
76,suspected,Hormozgan
81,suspected,Hormozgan
76,suspected,Hormozgan
81,suspected,Hormozgan
82,suspected,Hormozgan
83,suspected,Hormozgan
85,suspected,Hormozgan
89,suspected,Hormozgan
89,suspected,Hormozgan
93,suspected,Hormozgan
91,suspected,Hormozgan
95,suspected,Hormozgan
94,suspected,Hormozgan
93,suspected,Hormozgan
90,suspected,Hormozgan
88,suspected,Hormozgan
88,suspected,Hormozgan
85,suspected,Hormozgan
83,suspected,Hormozgan
79,suspected,Hormozgan
80,suspected,Hormozgan
77,suspected,Hormozgan
76,suspected,Hormozgan
74,suspected,Hormozgan
75,suspected,Hormozgan
70,suspected,Hormozgan
72,suspected,Hormozgan
68,suspected,Hormozgan
66,suspected,Hormozgan
65,suspected,Hormozgan
63,suspected,Hormozgan
61,suspected,Hormozgan
62,suspected,Hormozgan
62,suspected,Hormozgan
60,suspected,Hormozgan
58,suspected,Hormozgan
57,suspected,Hormozgan
52,suspected,Hormozgan
52,suspected,Hormozgan
50,suspected,Hormozgan
48,suspected,Hormozgan
50,suspected,Hormozgan
54,suspected,Hormozgan
56,suspected,Hormozgan
62,suspected,Hormozgan
63,suspected,Hormozgan
63,suspected,Hormozgan
63,suspected,Hormozgan
61,suspected,Hormozgan
59,suspected,Hormozgan
56,suspected,Hormozgan
56,suspected,Hormozgan
55,suspected,Hormozgan
56,suspected,Hormozgan
58,suspected,Hormozgan
60,suspected,Hormozgan
59,suspected,Hormozgan
62,suspected,Hormozgan
57,suspected,Hormozgan
55,suspected,Hormozgan
54,suspected,Hormozgan
50,suspected,Hormozgan
46,suspected,Hormozgan
45,suspected,Hormozgan
43,suspected,Hormozgan
45,suspected,Hormozgan
46,suspected,Hormozgan
45,suspected,Hormozgan
44,suspected,Hormozgan
45,suspected,Hormozgan
47,suspected,Hormozgan
47,suspected,Hormozgan
47,suspected,Hormozgan
48,suspected,Hormozgan
47,suspected,Hormozgan
46,suspected,Hormozgan
46,suspected,Hormozgan
44,suspected,Hormozgan
42,suspected,Hormozgan
42,suspected,Hormozgan
41,suspected,Hormozgan
40,suspected,Hormozgan
42,suspected,Hormozgan
40,suspected,Hormozgan
40,suspected,Hormozgan
40,suspected,Hormozgan
39,suspected,Hormozgan
38,suspected,Hormozgan
39,suspected,Hormozgan
37,suspected,Hormozgan
37,suspected,Hormozgan
38,suspected,Hormozgan
40,suspected,Hormozgan
40,suspected,Hormozgan
42,suspected,Hormozgan
41,suspected,Hormozgan
41,suspected,Hormozgan
40,suspected,Hormozgan
38,suspected,Hormozgan
36,suspected,Hormozgan
36,suspected,Hormozgan
35,suspected,Hormozgan
34,suspected,Hormozgan
35,suspected,Hormozgan
36,suspected,Hormozgan
38,suspected,Hormozgan
38,suspected,Hormozgan
35,suspected,Hormozgan
40,suspected,Hormozgan
39,suspected,Hormozgan
41,suspected,Hormozgan
40,suspected,Hormozgan
38,suspected,Hormozgan
39,suspected,Hormozgan
41,suspected,Hormozgan
37,suspected,Hormozgan
40,suspected,Hormozgan
38,suspected,Hormozgan
40,suspected,Hormozgan
40,suspected,Hormozgan
41,suspected,Hormozgan
43,suspected,Hormozgan
43,suspected,Hormozgan
43,suspected,Hormozgan
42,suspected,Hormozgan
42,suspected,Hormozgan
44,suspected,Hormozgan
45,suspected,Hormozgan
46,suspected,Hormozgan
48,suspected,Hormozgan
49,suspected,Hormozgan
51,suspected,Hormozgan
53,suspected,Hormozgan
52,suspected,Hormozgan
51,suspected,Hormozgan
49,suspected,Hormozgan
48,suspected,Hormozgan
47,suspected,Hormozgan
49,suspected,Hormozgan
47,suspected,Hormozgan
46,suspected,Hormozgan
47,suspected,Hormozgan
50,suspected,Hormozgan
50,suspected,Hormozgan
48,suspected,Hormozgan
45,suspected,Hormozgan
43,suspected,Hormozgan
42,suspected,Hormozgan
41,suspected,Hormozgan
40,suspected,Hormozgan
41,suspected,Hormozgan
42,suspected,Hormozgan
42,suspected,Hormozgan
42,suspected,Hormozgan
41,suspected,Hormozgan
42,suspected,Hormozgan
39,suspected,Hormozgan
35,suspected,Hormozgan
34,suspected,Hormozgan
33,suspected,Hormozgan
33,suspected,Hormozgan
32,suspected,Hormozgan
30,suspected,Hormozgan
29,suspected,Hormozgan
30,suspected,Hormozgan
28,suspected,Hormozgan
27,suspected,Hormozgan
25,suspected,Hormozgan
25,suspected,Hormozgan
24,suspected,Hormozgan
23,suspected,Hormozgan
21,suspected,Hormozgan
22,suspected,Hormozgan
22,suspected,Hormozgan
23,suspected,Hormozgan
23,suspected,Hormozgan
24,suspected,Hormozgan
25,suspected,Hormozgan
27,suspected,Hormozgan
27,suspected,Hormozgan
27,suspected,Hormozgan
27,suspected,Hormozgan
27,suspected,Hormozgan
25,suspected,Hormozgan
25,suspected,Hormozgan
25,suspected,Hormozgan
25,suspected,Hormozgan
23,suspected,Hormozgan
22,suspected,Hormozgan
21,suspected,Hormozgan
22,suspected,Hormozgan
20,suspected,Hormozgan
18,suspected,Hormozgan
18,suspected,Hormozgan
18,suspected,Hormozgan
20,suspected,Hormozgan
20,suspected,Hormozgan
20,suspected,Hormozgan
23,suspected,Hormozgan
24,suspected,Hormozgan
24,suspected,Hormozgan
26,suspected,Hormozgan
26,suspected,Hormozgan
26,suspected,Hormozgan
27,suspected,Hormozgan
27,suspected,Hormozgan
29,suspected,Hormozgan
29,suspected,Hormozgan
28,suspected,Hormozgan
28,suspected,Hormozgan
30,suspected,Hormozgan
30,suspected,Hormozgan
32,suspected,Hormozgan
33,suspected,Hormozgan
34,suspected,Hormozgan
34,suspected,Hormozgan
34,suspected,Hormozgan
34,suspected,Hormozgan
34,suspected,Hormozgan
30,suspected,Hormozgan
29,suspected,Hormozgan
28,suspected,Hormozgan
30,suspected,Hormozgan
29,suspected,Hormozgan
28,suspected,Hormozgan
28,suspected,Hormozgan
30,suspected,Hormozgan
30,suspected,Hormozgan
30,suspected,Hormozgan
32,suspected,Hormozgan
32,suspected,Hormozgan
31,suspected,Hormozgan
30,suspected,Hormozgan
28,suspected,Hormozgan
30,suspected,Hormozgan
29,suspected,Hormozgan
27,suspected,Hormozgan
25,suspected,Hormozgan
24,suspected,Hormozgan
24,suspected,Hormozgan
25,suspected,Hormozgan
26,suspected,Hormozgan
26,suspected,Hormozgan
26,suspected,Hormozgan
29,suspected,Hormozgan
30,suspected,Hormozgan
31,suspected,Hormozgan
31,suspected,Hormozgan
29,suspected,Hormozgan
29,suspected,Hormozgan
30,suspected,Hormozgan
30,suspected,Hormozgan
29,suspected,Hormozgan
29,suspected,Hormozgan
28,suspected,Hormozgan
27,suspected,Hormozgan
26,suspected,Hormozgan
24,suspected,Hormozgan
23,suspected,Hormozgan
25,suspected,Hormozgan
24,suspected,Hormozgan
24,suspected,Hormozgan
24,suspected,Hormozgan
25,suspected,Hormozgan
26,suspected,Hormozgan
27,suspected,Hormozgan
27,suspected,Hormozgan
29,suspected,Hormozgan
32,suspected,Hormozgan
34,suspected,Hormozgan
36,suspected,Hormozgan
40,suspected,Hormozgan
41,suspected,Hormozgan
43,suspected,Hormozgan
43,suspected,Hormozgan
43,suspected,Hormozgan
46,suspected,Hormozgan
47,suspected,Hormozgan
51,suspected,Hormozgan
56,suspected,Hormozgan
60,suspected,Hormozgan
64,suspected,Hormozgan
70,suspected,Hormozgan
72,suspected,Hormozgan
80,suspected,Hormozgan
85,suspected,Hormozgan
85,suspected,Hormozgan
92,suspected,Hormozgan
93,suspected,Hormozgan
93,suspected,Hormozgan
96,suspected,Hormozgan
94,suspected,Hormozgan
93,suspected,Hormozgan
98,suspected,Hormozgan
94,suspected,Hormozgan
95,suspected,Hormozgan
96,suspected,Hormozgan
99,suspected,Hormozgan
100,suspected,Hormozgan
101,suspected,Hormozgan
98,suspected,Hormozgan
98,suspected,Hormozgan
98,suspected,Hormozgan
97,suspected,Hormozgan
95,suspected,Hormozgan
98,suspected,Hormozgan
91,suspected,Hormozgan
93,suspected,Hormozgan
92,suspected,Hormozgan
89,suspected,Hormozgan
89,suspected,Hormozgan
92,suspected,Hormozgan
88,suspected,Hormozgan
93,suspected,Hormozgan
93,suspected,Hormozgan
92,suspected,Hormozgan
95,suspected,Hormozgan
96,suspected,Hormozgan
97,suspected,Hormozgan
98,suspected,Hormozgan
98,suspected,Hormozgan
96,suspected,Hormozgan
99,suspected,Hormozgan
95,suspected,Hormozgan
98,suspected,Hormozgan
99,suspected,Hormozgan
100,suspected,Hormozgan
103,suspected,Hormozgan
106,suspected,Hormozgan
109,suspected,Hormozgan
112,suspected,Hormozgan
112,suspected,Hormozgan
113,suspected,Hormozgan
117,suspected,Hormozgan
118,suspected,Hormozgan
121,suspected,Hormozgan
127,suspected,Hormozgan
131,suspected,Hormozgan
134,suspected,Hormozgan
129,suspected,Hormozgan
132,suspected,Hormozgan
135,suspected,Hormozgan
137,suspected,Hormozgan
135,suspected,Hormozgan
133,suspected,Hormozgan
133,suspected,Hormozgan
142,suspected,Hormozgan
147,suspected,Hormozgan
151,suspected,Hormozgan
154,suspected,Hormozgan
160,suspected,Hormozgan
163,suspected,Hormozgan
163,suspected,Hormozgan
162,suspected,Hormozgan
161,suspected,Hormozgan
159,suspected,Hormozgan
161,suspected,Hormozgan
160,suspected,Hormozgan
162,suspected,Hormozgan
166,suspected,Hormozgan
174,suspected,Hormozgan
176,suspected,Hormozgan
178,suspected,Hormozgan
177,suspected,Hormozgan
176,suspected,Hormozgan
172,suspected,Hormozgan
179,suspected,Hormozgan
179,suspected,Hormozgan
180,suspected,Hormozgan
184,suspected,Hormozgan
185,suspected,Hormozgan
190,suspected,Hormozgan
191,suspected,Hormozgan
194,suspected,Hormozgan
199,suspected,Hormozgan
201,suspected,Hormozgan
205,suspected,Hormozgan
211,suspected,Hormozgan
212,suspected,Hormozgan
216,suspected,Hormozgan
210,suspected,Hormozgan
218,suspected,Hormozgan
224,suspected,Hormozgan
229,suspected,Hormozgan
230,suspected,Hormozgan
232,suspected,Hormozgan
243,suspected,Hormozgan
250,suspected,Hormozgan
256,suspected,Hormozgan
267,suspected,Hormozgan
280,suspected,Hormozgan
289,suspected,Hormozgan
293,suspected,Hormozgan
307,suspected,Hormozgan
322,suspected,Hormozgan
327,suspected,Hormozgan
335,suspected,Hormozgan
339,suspected,Hormozgan
351,suspected,Hormozgan
365,suspected,Hormozgan
364,suspected,Hormozgan
367,suspected,Hormozgan
372,suspected,Hormozgan
378,suspected,Hormozgan
378,suspected,Hormozgan
372,suspected,Hormozgan
370,suspected,Hormozgan
372,suspected,Hormozgan
367,suspected,Hormozgan
364,suspected,Hormozgan
352,suspected,Hormozgan
357,suspected,Hormozgan
349,suspected,Hormozgan
338,suspected,Hormozgan
323,suspected,Hormozgan
314,suspected,Hormozgan
308,suspected,Hormozgan
300,suspected,Hormozgan
272,suspected,Hormozgan
264,suspected,Hormozgan
255,suspected,Hormozgan
251,suspected,Hormozgan
245,suspected,Hormozgan
231,suspected,Hormozgan
221,suspected,Hormozgan
222,suspected,Hormozgan
224,suspected,Hormozgan
221,suspected,Hormozgan
209,suspected,Hormozgan
197,suspected,Hormozgan
190,suspected,Hormozgan
182,suspected,Hormozgan
170,suspected,Hormozgan
155,suspected,Hormozgan
147,suspected,Hormozgan
145,suspected,Hormozgan
140,suspected,Hormozgan
131,suspected,Hormozgan
123,suspected,Hormozgan
120,suspected,Hormozgan
113,suspected,Hormozgan
0,confirmed,Hamedan
0,confirmed,Hamedan
0,confirmed,Hamedan
2,confirmed,Hamedan
1,confirmed,Hamedan
2,confirmed,Hamedan
2,confirmed,Hamedan
3,confirmed,Hamedan
4,confirmed,Hamedan
4,confirmed,Hamedan
5,confirmed,Hamedan
6,confirmed,Hamedan
6,confirmed,Hamedan
9,confirmed,Hamedan
9,confirmed,Hamedan
9,confirmed,Hamedan
9,confirmed,Hamedan
9,confirmed,Hamedan
9,confirmed,Hamedan
9,confirmed,Hamedan
9,confirmed,Hamedan
10,confirmed,Hamedan
12,confirmed,Hamedan
14,confirmed,Hamedan
16,confirmed,Hamedan
17,confirmed,Hamedan
20,confirmed,Hamedan
21,confirmed,Hamedan
21,confirmed,Hamedan
20,confirmed,Hamedan
20,confirmed,Hamedan
19,confirmed,Hamedan
18,confirmed,Hamedan
16,confirmed,Hamedan
16,confirmed,Hamedan
17,confirmed,Hamedan
18,confirmed,Hamedan
17,confirmed,Hamedan
17,confirmed,Hamedan
17,confirmed,Hamedan
16,confirmed,Hamedan
14,confirmed,Hamedan
13,confirmed,Hamedan
13,confirmed,Hamedan
13,confirmed,Hamedan
11,confirmed,Hamedan
11,confirmed,Hamedan
12,confirmed,Hamedan
12,confirmed,Hamedan
11,confirmed,Hamedan
10,confirmed,Hamedan
10,confirmed,Hamedan
10,confirmed,Hamedan
12,confirmed,Hamedan
11,confirmed,Hamedan
10,confirmed,Hamedan
11,confirmed,Hamedan
11,confirmed,Hamedan
10,confirmed,Hamedan
9,confirmed,Hamedan
8,confirmed,Hamedan
7,confirmed,Hamedan
7,confirmed,Hamedan
7,confirmed,Hamedan
6,confirmed,Hamedan
7,confirmed,Hamedan
7,confirmed,Hamedan
7,confirmed,Hamedan
6,confirmed,Hamedan
7,confirmed,Hamedan
7,confirmed,Hamedan
6,confirmed,Hamedan
6,confirmed,Hamedan
6,confirmed,Hamedan
5,confirmed,Hamedan
5,confirmed,Hamedan
5,confirmed,Hamedan
4,confirmed,Hamedan
5,confirmed,Hamedan
4,confirmed,Hamedan
4,confirmed,Hamedan
4,confirmed,Hamedan
5,confirmed,Hamedan
5,confirmed,Hamedan
5,confirmed,Hamedan
5,confirmed,Hamedan
5,confirmed,Hamedan
6,confirmed,Hamedan
