hosp,type,province
63,suspected,Chahar Mahaal and Bakhtiari
61,suspected,Chahar Mahaal and Bakhtiari
63,suspected,Chahar Mahaal and Bakhtiari
61,suspected,Chahar Mahaal and Bakhtiari
58,suspected,Chahar Mahaal and Bakhtiari
55,suspected,Chahar Mahaal and Bakhtiari
53,suspected,Chahar Mahaal and Bakhtiari
55,suspected,Chahar Mahaal and Bakhtiari
56,suspected,Chahar Mahaal and Bakhtiari
57,suspected,Chahar Mahaal and Bakhtiari
58,suspected,Chahar Mahaal and Bakhtiari
58,suspected,Chahar Mahaal and Bakhtiari
58,suspected,Chahar Mahaal and Bakhtiari
60,suspected,Chahar Mahaal and Bakhtiari
59,suspected,Chahar Mahaal and Bakhtiari
58,suspected,Chahar Mahaal and Bakhtiari
56,suspected,Chahar Mahaal and Bakhtiari
57,suspected,Chahar Mahaal and Bakhtiari
59,suspected,Chahar Mahaal and Bakhtiari
62,suspected,Chahar Mahaal and Bakhtiari
62,suspected,Chahar Mahaal and Bakhtiari
64,suspected,Chahar Mahaal and Bakhtiari
67,suspected,Chahar Mahaal and Bakhtiari
68,suspected,Chahar Mahaal and Bakhtiari
67,suspected,Chahar Mahaal and Bakhtiari
66,suspected,Chahar Mahaal and Bakhtiari
67,suspected,Chahar Mahaal and Bakhtiari
66,suspected,Chahar Mahaal and Bakhtiari
64,suspected,Chahar Mahaal and Bakhtiari
69,suspected,Chahar Mahaal and Bakhtiari
73,suspected,Chahar Mahaal and Bakhtiari
76,suspected,Chahar Mahaal and Bakhtiari
79,suspected,Chahar Mahaal and Bakhtiari
83,suspected,Chahar Mahaal and Bakhtiari
88,suspected,Chahar Mahaal and Bakhtiari
89,suspected,Chahar Mahaal and Bakhtiari
90,suspected,Chahar Mahaal and Bakhtiari
91,suspected,Chahar Mahaal and Bakhtiari
94,suspected,Chahar Mahaal and Bakhtiari
98,suspected,Chahar Mahaal and Bakhtiari
96,suspected,Chahar Mahaal and Bakhtiari
101,suspected,Chahar Mahaal and Bakhtiari
104,suspected,Chahar Mahaal and Bakhtiari
109,suspected,Chahar Mahaal and Bakhtiari
111,suspected,Chahar Mahaal and Bakhtiari
115,suspected,Chahar Mahaal and Bakhtiari
116,suspected,Chahar Mahaal and Bakhtiari
130,suspected,Chahar Mahaal and Bakhtiari
128,suspected,Chahar Mahaal and Bakhtiari
134,suspected,Chahar Mahaal and Bakhtiari
136,suspected,Chahar Mahaal and Bakhtiari
142,suspected,Chahar Mahaal and Bakhtiari
148,suspected,Chahar Mahaal and Bakhtiari
153,suspected,Chahar Mahaal and Bakhtiari
157,suspected,Chahar Mahaal and Bakhtiari
166,suspected,Chahar Mahaal and Bakhtiari
166,suspected,Chahar Mahaal and Bakhtiari
171,suspected,Chahar Mahaal and Bakhtiari
174,suspected,Chahar Mahaal and Bakhtiari
180,suspected,Chahar Mahaal and Bakhtiari
180,suspected,Chahar Mahaal and Bakhtiari
179,suspected,Chahar Mahaal and Bakhtiari
186,suspected,Chahar Mahaal and Bakhtiari
190,suspected,Chahar Mahaal and Bakhtiari
198,suspected,Chahar Mahaal and Bakhtiari
205,suspected,Chahar Mahaal and Bakhtiari
213,suspected,Chahar Mahaal and Bakhtiari
222,suspected,Chahar Mahaal and Bakhtiari
224,suspected,Chahar Mahaal and Bakhtiari
220,suspected,Chahar Mahaal and Bakhtiari
228,suspected,Chahar Mahaal and Bakhtiari
223,suspected,Chahar Mahaal and Bakhtiari
231,suspected,Chahar Mahaal and Bakhtiari
233,suspected,Chahar Mahaal and Bakhtiari
238,suspected,Chahar Mahaal and Bakhtiari
247,suspected,Chahar Mahaal and Bakhtiari
256,suspected,Chahar Mahaal and Bakhtiari
251,suspected,Chahar Mahaal and Bakhtiari
252,suspected,Chahar Mahaal and Bakhtiari
249,suspected,Chahar Mahaal and Bakhtiari
239,suspected,Chahar Mahaal and Bakhtiari
232,suspected,Chahar Mahaal and Bakhtiari
219,suspected,Chahar Mahaal and Bakhtiari
210,suspected,Chahar Mahaal and Bakhtiari
201,suspected,Chahar Mahaal and Bakhtiari
196,suspected,Chahar Mahaal and Bakhtiari
184,suspected,Chahar Mahaal and Bakhtiari
178,suspected,Chahar Mahaal and Bakhtiari
170,suspected,Chahar Mahaal and Bakhtiari
165,suspected,Chahar Mahaal and Bakhtiari
155,suspected,Chahar Mahaal and Bakhtiari
157,suspected,Chahar Mahaal and Bakhtiari
147,suspected,Chahar Mahaal and Bakhtiari
144,suspected,Chahar Mahaal and Bakhtiari
143,suspected,Chahar Mahaal and Bakhtiari
139,suspected,Chahar Mahaal and Bakhtiari
134,suspected,Chahar Mahaal and Bakhtiari
0,confirmed,South Khorasan
0,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
2,confirmed,South Khorasan
2,confirmed,South Khorasan
3,confirmed,South Khorasan
4,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
8,confirmed,South Khorasan
7,confirmed,South Khorasan
8,confirmed,South Khorasan
10,confirmed,South Khorasan
11,confirmed,South Khorasan
12,confirmed,South Khorasan
13,confirmed,South Khorasan
12,confirmed,South Khorasan
12,confirmed,South Khorasan
11,confirmed,South Khorasan
12,confirmed,South Khorasan
12,confirmed,South Khorasan
10,confirmed,South Khorasan
9,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
8,confirmed,South Khorasan
6,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
5,confirmed,South Khorasan
6,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
3,confirmed,South Khorasan
3,confirmed,South Khorasan
2,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
2,confirmed,South Khorasan
2,confirmed,South Khorasan
3,confirmed,South Khorasan
3,confirmed,South Khorasan
3,confirmed,South Khorasan
2,confirmed,South Khorasan
2,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
0,confirmed,South Khorasan
0,confirmed,South Khorasan
0,confirmed,South Khorasan
0,confirmed,South Khorasan
0,confirmed,South Khorasan
0,confirmed,South Khorasan
0,confirmed,South Khorasan
0,confirmed,South Khorasan
0,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
2,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
1,confirmed,South Khorasan
2,confirmed,South Khorasan
2,confirmed,South Khorasan
3,confirmed,South Khorasan
3,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
7,confirmed,South Khorasan
8,confirmed,South Khorasan
9,confirmed,South Khorasan
9,confirmed,South Khorasan
9,confirmed,South Khorasan
9,confirmed,South Khorasan
11,confirmed,South Khorasan
11,confirmed,South Khorasan
11,confirmed,South Khorasan
12,confirmed,South Khorasan
15,confirmed,South Khorasan
15,confirmed,South Khorasan
16,confirmed,South Khorasan
15,confirmed,South Khorasan
15,confirmed,South Khorasan
16,confirmed,South Khorasan
16,confirmed,South Khorasan
14,confirmed,South Khorasan
14,confirmed,South Khorasan
14,confirmed,South Khorasan
13,confirmed,South Khorasan
14,confirmed,South Khorasan
15,confirmed,South Khorasan
15,confirmed,South Khorasan
14,confirmed,South Khorasan
15,confirmed,South Khorasan
15,confirmed,South Khorasan
17,confirmed,South Khorasan
17,confirmed,South Khorasan
16,confirmed,South Khorasan
16,confirmed,South Khorasan
17,confirmed,South Khorasan
16,confirmed,South Khorasan
17,confirmed,South Khorasan
17,confirmed,South Khorasan
17,confirmed,South Khorasan
17,confirmed,South Khorasan
16,confirmed,South Khorasan
17,confirmed,South Khorasan
17,confirmed,South Khorasan
15,confirmed,South Khorasan
14,confirmed,South Khorasan
14,confirmed,South Khorasan
14,confirmed,South Khorasan
14,confirmed,South Khorasan
13,confirmed,South Khorasan
12,confirmed,South Khorasan
12,confirmed,South Khorasan
12,confirmed,South Khorasan
12,confirmed,South Khorasan
10,confirmed,South Khorasan
11,confirmed,South Khorasan
10,confirmed,South Khorasan
10,confirmed,South Khorasan
9,confirmed,South Khorasan
9,confirmed,South Khorasan
9,confirmed,South Khorasan
9,confirmed,South Khorasan
8,confirmed,South Khorasan
8,confirmed,South Khorasan
8,confirmed,South Khorasan
9,confirmed,South Khorasan
8,confirmed,South Khorasan
8,confirmed,South Khorasan
8,confirmed,South Khorasan
9,confirmed,South Khorasan
9,confirmed,South Khorasan
8,confirmed,South Khorasan
9,confirmed,South Khorasan
9,confirmed,South Khorasan
10,confirmed,South Khorasan
10,confirmed,South Khorasan
11,confirmed,South Khorasan
11,confirmed,South Khorasan
11,confirmed,South Khorasan
9,confirmed,South Khorasan
8,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
6,confirmed,South Khorasan
5,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
9,confirmed,South Khorasan
9,confirmed,South Khorasan
10,confirmed,South Khorasan
12,confirmed,South Khorasan
13,confirmed,South Khorasan
12,confirmed,South Khorasan
13,confirmed,South Khorasan
13,confirmed,South Khorasan
14,confirmed,South Khorasan
14,confirmed,South Khorasan
13,confirmed,South Khorasan
13,confirmed,South Khorasan
14,confirmed,South Khorasan
14,confirmed,South Khorasan
12,confirmed,South Khorasan
13,confirmed,South Khorasan
13,confirmed,South Khorasan
14,confirmed,South Khorasan
16,confirmed,South Khorasan
18,confirmed,South Khorasan
19,confirmed,South Khorasan
19,confirmed,South Khorasan
20,confirmed,South Khorasan
22,confirmed,South Khorasan
23,confirmed,South Khorasan
22,confirmed,South Khorasan
23,confirmed,South Khorasan
25,confirmed,South Khorasan
27,confirmed,South Khorasan
29,confirmed,South Khorasan
28,confirmed,South Khorasan
28,confirmed,South Khorasan
28,confirmed,South Khorasan
27,confirmed,South Khorasan
26,confirmed,South Khorasan
27,confirmed,South Khorasan
26,confirmed,South Khorasan
28,confirmed,South Khorasan
32,confirmed,South Khorasan
37,confirmed,South Khorasan
43,confirmed,South Khorasan
44,confirmed,South Khorasan
45,confirmed,South Khorasan
46,confirmed,South Khorasan
50,confirmed,South Khorasan
49,confirmed,South Khorasan
50,confirmed,South Khorasan
52,confirmed,South Khorasan
54,confirmed,South Khorasan
60,confirmed,South Khorasan
62,confirmed,South Khorasan
65,confirmed,South Khorasan
71,confirmed,South Khorasan
71,confirmed,South Khorasan
68,confirmed,South Khorasan
74,confirmed,South Khorasan
73,confirmed,South Khorasan
73,confirmed,South Khorasan
74,confirmed,South Khorasan
71,confirmed,South Khorasan
75,confirmed,South Khorasan
77,confirmed,South Khorasan
75,confirmed,South Khorasan
76,confirmed,South Khorasan
76,confirmed,South Khorasan
74,confirmed,South Khorasan
73,confirmed,South Khorasan
69,confirmed,South Khorasan
68,confirmed,South Khorasan
64,confirmed,South Khorasan
60,confirmed,South Khorasan
56,confirmed,South Khorasan
53,confirmed,South Khorasan
52,confirmed,South Khorasan
49,confirmed,South Khorasan
46,confirmed,South Khorasan
47,confirmed,South Khorasan
45,confirmed,South Khorasan
44,confirmed,South Khorasan
40,confirmed,South Khorasan
39,confirmed,South Khorasan
37,confirmed,South Khorasan
35,confirmed,South Khorasan
28,confirmed,South Khorasan
26,confirmed,South Khorasan
25,confirmed,South Khorasan
24,confirmed,South Khorasan
22,confirmed,South Khorasan
20,confirmed,South Khorasan
18,confirmed,South Khorasan
18,confirmed,South Khorasan
18,confirmed,South Khorasan
17,confirmed,South Khorasan
16,confirmed,South Khorasan
14,confirmed,South Khorasan
15,confirmed,South Khorasan
14,confirmed,South Khorasan
13,confirmed,South Khorasan
14,confirmed,South Khorasan
14,confirmed,South Khorasan
15,confirmed,South Khorasan
13,confirmed,South Khorasan
12,confirmed,South Khorasan
13,confirmed,South Khorasan
12,confirmed,South Khorasan
12,confirmed,South Khorasan
10,confirmed,South Khorasan
9,confirmed,South Khorasan
10,confirmed,South Khorasan
9,confirmed,South Khorasan
9,confirmed,South Khorasan
8,confirmed,South Khorasan
7,confirmed,South Khorasan
8,confirmed,South Khorasan
7,confirmed,South Khorasan
6,confirmed,South Khorasan
5,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
6,confirmed,South Khorasan
7,confirmed,South Khorasan
8,confirmed,South Khorasan
8,confirmed,South Khorasan
8,confirmed,South Khorasan
8,confirmed,South Khorasan
8,confirmed,South Khorasan
7,confirmed,South Khorasan
6,confirmed,South Khorasan
5,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
5,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
8,confirmed,South Khorasan
7,confirmed,South Khorasan
8,confirmed,South Khorasan
8,confirmed,South Khorasan
9,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
7,confirmed,South Khorasan
8,confirmed,South Khorasan
8,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
6,confirmed,South Khorasan
7,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
6,confirmed,South Khorasan
7,confirmed,South Khorasan
7,confirmed,South Khorasan
6,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
3,confirmed,South Khorasan
3,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
4,confirmed,South Khorasan
5,confirmed,South Khorasan
4,confirmed,South Khorasan
5,confirmed,South Khorasan
6,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
6,confirmed,South Khorasan
5,confirmed,South Khorasan
5,confirmed,South Khorasan
7,confirmed,South Khorasan
8,confirmed,South Khorasan
8,confirmed,South Khorasan
9,confirmed,South Khorasan
9,confirmed,South Khorasan
10,confirmed,South Khorasan
12,confirmed,South Khorasan
14,confirmed,South Khorasan
15,confirmed,South Khorasan
18,confirmed,South Khorasan
19,confirmed,South Khorasan
21,confirmed,South Khorasan
22,confirmed,South Khorasan
23,confirmed,South Khorasan
24,confirmed,South Khorasan
24,confirmed,South Khorasan
26,confirmed,South Khorasan
26,confirmed,South Khorasan
27,confirmed,South Khorasan
30,confirmed,South Khorasan
32,confirmed,South Khorasan
34,confirmed,South Khorasan
37,confirmed,South Khorasan
38,confirmed,South Khorasan
39,confirmed,South Khorasan
41,confirmed,South Khorasan
43,confirmed,South Khorasan
42,confirmed,South Khorasan
43,confirmed,South Khorasan
41,confirmed,South Khorasan
38,confirmed,South Khorasan
40,confirmed,South Khorasan
37,confirmed,South Khorasan
36,confirmed,South Khorasan
35,confirmed,South Khorasan
31,confirmed,South Khorasan
32,confirmed,South Khorasan
32,confirmed,South Khorasan
29,confirmed,South Khorasan
29,confirmed,South Khorasan
25,confirmed,South Khorasan
23,confirmed,South Khorasan
22,confirmed,South Khorasan
21,confirmed,South Khorasan
21,confirmed,South Khorasan
21,confirmed,South Khorasan
19,confirmed,South Khorasan
18,confirmed,South Khorasan
18,confirmed,South Khorasan
18,confirmed,South Khorasan
17,confirmed,South Khorasan
16,confirmed,South Khorasan
17,confirmed,South Khorasan
18,confirmed,South Khorasan
19,confirmed,South Khorasan
19,confirmed,South Khorasan
19,confirmed,South Khorasan
18,confirmed,South Khorasan
18,confirmed,South Khorasan
17,confirmed,South Khorasan
15,confirmed,South Khorasan
15,confirmed,South Khorasan
16,confirmed,South Khorasan
15,confirmed,South Khorasan
16,confirmed,South Khorasan
15,confirmed,South Khorasan
15,confirmed,South Khorasan
17,confirmed,South Khorasan
14,confirmed,South Khorasan
15,confirmed,South Khorasan
14,confirmed,South Khorasan
13,confirmed,South Khorasan
15,confirmed,South Khorasan
16,confirmed,South Khorasan
15,confirmed,South Khorasan
16,confirmed,South Khorasan
15,confirmed,South Khorasan
15,confirmed,South Khorasan
16,confirmed,South Khorasan
14,confirmed,South Khorasan
12,confirmed,South Khorasan
13,confirmed,South Khorasan
12,confirmed,South Khorasan
13,confirmed,South Khorasan
13,confirmed,South Khorasan
13,confirmed,South Khorasan
13,confirmed,South Khorasan
13,confirmed,South Khorasan
11,confirmed,South Khorasan
12,confirmed,South Khorasan
12,confirmed,South Khorasan
12,confirmed,South Khorasan
12,confirmed,South Khorasan
11,confirmed,South Khorasan
12,confirmed,South Khorasan
13,confirmed,South Khorasan
13,confirmed,South Khorasan
13,confirmed,South Khorasan
12,confirmed,South Khorasan
13,confirmed,South Khorasan
14,confirmed,South Khorasan
14,confirmed,South Khorasan
16,confirmed,South Khorasan
17,confirmed,South Khorasan
19,confirmed,South Khorasan
21,confirmed,South Khorasan
24,confirmed,South Khorasan
26,confirmed,South Khorasan
29,confirmed,South Khorasan
29,confirmed,South Khorasan
32,confirmed,South Khorasan
34,confirmed,South Khorasan
36,confirmed,South Khorasan
37,confirmed,South Khorasan
40,confirmed,South Khorasan
41,confirmed,South Khorasan
41,confirmed,South Khorasan
40,confirmed,South Khorasan
40,confirmed,South Khorasan
38,confirmed,South Khorasan
36,confirmed,South Khorasan
35,confirmed,South Khorasan
35,confirmed,South Khorasan
38,confirmed,South Khorasan
39,confirmed,South Khorasan
39,confirmed,South Khorasan
43,confirmed,South Khorasan
46,confirmed,South Khorasan
45,confirmed,South Khorasan
48,confirmed,South Khorasan
48,confirmed,South Khorasan
51,confirmed,South Khorasan
51,confirmed,South Khorasan
53,confirmed,South Khorasan
58,confirmed,South Khorasan
65,confirmed,South Khorasan
65,confirmed,South Khorasan
68,confirmed,South Khorasan
70,confirmed,South Khorasan
71,confirmed,South Khorasan
72,confirmed,South Khorasan
71,confirmed,South Khorasan
69,confirmed,South Khorasan
74,confirmed,South Khorasan
70,confirmed,South Khorasan
67,confirmed,South Khorasan
70,confirmed,South Khorasan
71,confirmed,South Khorasan
71,confirmed,South Khorasan
66,confirmed,South Khorasan
63,confirmed,South Khorasan
66,confirmed,South Khorasan
68,confirmed,South Khorasan
64,confirmed,South Khorasan
61,confirmed,South Khorasan
60,confirmed,South Khorasan
63,confirmed,South Khorasan
63,confirmed,South Khorasan
62,confirmed,South Khorasan
61,confirmed,South Khorasan
60,confirmed,South Khorasan
58,confirmed,South Khorasan
54,confirmed,South Khorasan
50,confirmed,South Khorasan
46,confirmed,South Khorasan
3,suspected,South Khorasan
5,suspected,South Khorasan
8,suspected,South Khorasan
12,suspected,South Khorasan
15,suspected,South Khorasan
16,suspected,South Khorasan
19,suspected,South Khorasan
22,suspected,South Khorasan
24,suspected,South Khorasan
24,suspected,South Khorasan
24,suspected,South Khorasan
24,suspected,South Khorasan
26,suspected,South Khorasan
27,suspected,South Khorasan
25,suspected,South Khorasan
25,suspected,South Khorasan
25,suspected,South Khorasan
24,suspected,South Khorasan
24,suspected,South Khorasan
23,suspected,South Khorasan
22,suspected,South Khorasan
25,suspected,South Khorasan
25,suspected,South Khorasan
27,suspected,South Khorasan
30,suspected,South Khorasan
31,suspected,South Khorasan
33,suspected,South Khorasan
34,suspected,South Khorasan
33,suspected,South Khorasan
31,suspected,South Khorasan
32,suspected,South Khorasan
30,suspected,South Khorasan
30,suspected,South Khorasan
30,suspected,South Khorasan
30,suspected,South Khorasan
29,suspected,South Khorasan
30,suspected,South Khorasan
31,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
27,suspected,South Khorasan
28,suspected,South Khorasan
29,suspected,South Khorasan
28,suspected,South Khorasan
26,suspected,South Khorasan
27,suspected,South Khorasan
26,suspected,South Khorasan
27,suspected,South Khorasan
27,suspected,South Khorasan
26,suspected,South Khorasan
27,suspected,South Khorasan
27,suspected,South Khorasan
26,suspected,South Khorasan
26,suspected,South Khorasan
25,suspected,South Khorasan
24,suspected,South Khorasan
24,suspected,South Khorasan
24,suspected,South Khorasan
26,suspected,South Khorasan
25,suspected,South Khorasan
25,suspected,South Khorasan
24,suspected,South Khorasan
25,suspected,South Khorasan
25,suspected,South Khorasan
25,suspected,South Khorasan
22,suspected,South Khorasan
24,suspected,South Khorasan
24,suspected,South Khorasan
24,suspected,South Khorasan
24,suspected,South Khorasan
24,suspected,South Khorasan
22,suspected,South Khorasan
24,suspected,South Khorasan
22,suspected,South Khorasan
22,suspected,South Khorasan
22,suspected,South Khorasan
20,suspected,South Khorasan
20,suspected,South Khorasan
20,suspected,South Khorasan
19,suspected,South Khorasan
18,suspected,South Khorasan
18,suspected,South Khorasan
18,suspected,South Khorasan
19,suspected,South Khorasan
18,suspected,South Khorasan
18,suspected,South Khorasan
20,suspected,South Khorasan
20,suspected,South Khorasan
20,suspected,South Khorasan
19,suspected,South Khorasan
19,suspected,South Khorasan
18,suspected,South Khorasan
19,suspected,South Khorasan
18,suspected,South Khorasan
18,suspected,South Khorasan
19,suspected,South Khorasan
20,suspected,South Khorasan
19,suspected,South Khorasan
21,suspected,South Khorasan
22,suspected,South Khorasan
22,suspected,South Khorasan
23,suspected,South Khorasan
22,suspected,South Khorasan
23,suspected,South Khorasan
26,suspected,South Khorasan
27,suspected,South Khorasan
28,suspected,South Khorasan
29,suspected,South Khorasan
30,suspected,South Khorasan
31,suspected,South Khorasan
31,suspected,South Khorasan
30,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
29,suspected,South Khorasan
30,suspected,South Khorasan
32,suspected,South Khorasan
33,suspected,South Khorasan
35,suspected,South Khorasan
36,suspected,South Khorasan
36,suspected,South Khorasan
37,suspected,South Khorasan
39,suspected,South Khorasan
38,suspected,South Khorasan
41,suspected,South Khorasan
41,suspected,South Khorasan
42,suspected,South Khorasan
43,suspected,South Khorasan
45,suspected,South Khorasan
43,suspected,South Khorasan
44,suspected,South Khorasan
43,suspected,South Khorasan
41,suspected,South Khorasan
41,suspected,South Khorasan
41,suspected,South Khorasan
41,suspected,South Khorasan
40,suspected,South Khorasan
39,suspected,South Khorasan
38,suspected,South Khorasan
41,suspected,South Khorasan
40,suspected,South Khorasan
41,suspected,South Khorasan
42,suspected,South Khorasan
44,suspected,South Khorasan
43,suspected,South Khorasan
45,suspected,South Khorasan
43,suspected,South Khorasan
44,suspected,South Khorasan
43,suspected,South Khorasan
42,suspected,South Khorasan
43,suspected,South Khorasan
43,suspected,South Khorasan
42,suspected,South Khorasan
44,suspected,South Khorasan
43,suspected,South Khorasan
42,suspected,South Khorasan
42,suspected,South Khorasan
40,suspected,South Khorasan
38,suspected,South Khorasan
36,suspected,South Khorasan
33,suspected,South Khorasan
33,suspected,South Khorasan
32,suspected,South Khorasan
31,suspected,South Khorasan
30,suspected,South Khorasan
32,suspected,South Khorasan
30,suspected,South Khorasan
31,suspected,South Khorasan
30,suspected,South Khorasan
32,suspected,South Khorasan
31,suspected,South Khorasan
31,suspected,South Khorasan
32,suspected,South Khorasan
34,suspected,South Khorasan
34,suspected,South Khorasan
34,suspected,South Khorasan
34,suspected,South Khorasan
35,suspected,South Khorasan
36,suspected,South Khorasan
35,suspected,South Khorasan
34,suspected,South Khorasan
32,suspected,South Khorasan
35,suspected,South Khorasan
35,suspected,South Khorasan
34,suspected,South Khorasan
34,suspected,South Khorasan
34,suspected,South Khorasan
31,suspected,South Khorasan
30,suspected,South Khorasan
27,suspected,South Khorasan
28,suspected,South Khorasan
27,suspected,South Khorasan
26,suspected,South Khorasan
26,suspected,South Khorasan
28,suspected,South Khorasan
28,suspected,South Khorasan
27,suspected,South Khorasan
26,suspected,South Khorasan
27,suspected,South Khorasan
28,suspected,South Khorasan
28,suspected,South Khorasan
28,suspected,South Khorasan
30,suspected,South Khorasan
33,suspected,South Khorasan
32,suspected,South Khorasan
32,suspected,South Khorasan
34,suspected,South Khorasan
34,suspected,South Khorasan
34,suspected,South Khorasan
33,suspected,South Khorasan
32,suspected,South Khorasan
32,suspected,South Khorasan
31,suspected,South Khorasan
29,suspected,South Khorasan
31,suspected,South Khorasan
31,suspected,South Khorasan
31,suspected,South Khorasan
34,suspected,South Khorasan
38,suspected,South Khorasan
39,suspected,South Khorasan
40,suspected,South Khorasan
41,suspected,South Khorasan
44,suspected,South Khorasan
47,suspected,South Khorasan
45,suspected,South Khorasan
45,suspected,South Khorasan
47,suspected,South Khorasan
47,suspected,South Khorasan
48,suspected,South Khorasan
49,suspected,South Khorasan
47,suspected,South Khorasan
46,suspected,South Khorasan
45,suspected,South Khorasan
44,suspected,South Khorasan
44,suspected,South Khorasan
45,suspected,South Khorasan
43,suspected,South Khorasan
47,suspected,South Khorasan
53,suspected,South Khorasan
59,suspected,South Khorasan
63,suspected,South Khorasan
66,suspected,South Khorasan
68,suspected,South Khorasan
74,suspected,South Khorasan
73,suspected,South Khorasan
72,suspected,South Khorasan
74,suspected,South Khorasan
74,suspected,South Khorasan
79,suspected,South Khorasan
81,suspected,South Khorasan
83,suspected,South Khorasan
90,suspected,South Khorasan
90,suspected,South Khorasan
87,suspected,South Khorasan
92,suspected,South Khorasan
90,suspected,South Khorasan
91,suspected,South Khorasan
93,suspected,South Khorasan
90,suspected,South Khorasan
95,suspected,South Khorasan
100,suspected,South Khorasan
97,suspected,South Khorasan
98,suspected,South Khorasan
98,suspected,South Khorasan
93,suspected,South Khorasan
91,suspected,South Khorasan
89,suspected,South Khorasan
86,suspected,South Khorasan
83,suspected,South Khorasan
78,suspected,South Khorasan
75,suspected,South Khorasan
72,suspected,South Khorasan
71,suspected,South Khorasan
65,suspected,South Khorasan
62,suspected,South Khorasan
64,suspected,South Khorasan
62,suspected,South Khorasan
60,suspected,South Khorasan
57,suspected,South Khorasan
57,suspected,South Khorasan
56,suspected,South Khorasan
54,suspected,South Khorasan
46,suspected,South Khorasan
47,suspected,South Khorasan
47,suspected,South Khorasan
46,suspected,South Khorasan
44,suspected,South Khorasan
43,suspected,South Khorasan
42,suspected,South Khorasan
43,suspected,South Khorasan
40,suspected,South Khorasan
39,suspected,South Khorasan
38,suspected,South Khorasan
35,suspected,South Khorasan
35,suspected,South Khorasan
33,suspected,South Khorasan
33,suspected,South Khorasan
36,suspected,South Khorasan
36,suspected,South Khorasan
